Id;Nivel;Ens;Grup;Tut;aval;nasig;nsusp;Q50;IQR
223;1;ESO;B;112;3;10;3;5.0;2.05
409;4;ESO;A;141;1;12;1;7.0;1.0
409;4;ESO;A;141;2;12;1;8.0;2.0
409;4;ESO;A;141;3;12;0;8.0;1.5500000000000007
265;2;ESO;A;121;1;12;0;6.0;2.0
265;2;ESO;A;121;2;12;1;5.5;2.5500000000000007
265;2;ESO;A;121;3;12;0;6.0;2.5500000000000007
386;3;ESO;C;133;1;13;0;7.0;2.0
386;3;ESO;C;133;2;13;0;8.0;1.2999999999999998
386;3;ESO;C;133;3;13;0;7.0;1.0
267;2;ESO;A;121;1;12;0;7.0;2.0
267;2;ESO;A;121;2;12;0;7.5;2.0
267;2;ESO;A;121;3;12;0;7.5;2.0
28;1;BAC;A;211;1;11;4;5.0;1.8000000000000007
28;1;BAC;A;211;2;11;4;5.0;2.6000000000000014
28;1;BAC;A;211;3;11;2;5.0;2.6000000000000014
407;3;ESO;C;133;1;13;1;6.0;2.0
407;3;ESO;C;133;2;13;0;6.0;1.2999999999999998
407;3;ESO;C;133;3;13;0;6.0;1.3000000000000007
176;1;ESO;A;111;1;11;1;5.0;1.6000000000000014
176;1;ESO;A;111;2;11;5;5.0;4.400000000000002
176;1;ESO;A;111;3;11;0;6.0;3.6000000000000014
271;2;ESO;A;121;1;12;0;7.0;2.0
271;2;ESO;A;121;2;12;0;6.5;2.0
271;2;ESO;A;121;3;12;0;6.5;1.5500000000000007
353;3;ESO;B;132;1;13;8;4.0;2.3000000000000007
353;3;ESO;B;132;2;13;11;3.0;2.0
353;3;ESO;B;132;3;14;7;4.5;2.0500000000000007
196;1;ESO;B;112;1;11;4;5.0;1.0
196;1;ESO;B;112;2;11;3;5.0;2.6000000000000005
196;1;ESO;B;112;3;11;0;6.0;1.8000000000000007
342;3;ESO;A;131;1;13;3;6.0;2.6000000000000005
342;3;ESO;A;131;2;13;1;7.0;1.3000000000000007
342;3;ESO;A;131;3;13;1;7.0;1.3000000000000007
189;1;ESO;A;111;1;11;0;9.0;1.0
189;1;ESO;A;111;2;11;0;9.0;0.8000000000000007
189;1;ESO;A;111;3;11;0;9.0;1.6000000000000014
258;2;ESO;A;121;1;12;5;5.0;2.55
258;2;ESO;A;121;2;12;3;5.0;2.1000000000000005
258;2;ESO;A;121;3;12;2;6.0;1.5500000000000007
397;3;ESO;C;133;1;13;10;4.0;1.6000000000000005
397;3;ESO;C;133;2;13;7;4.0;2.3000000000000007
397;3;ESO;C;133;3;14;7;4.5;2.05
228;1;ESO;C;113;1;10;6;3.5;2.05
228;1;ESO;C;113;2;10;4;5.0;2.1000000000000005
228;1;ESO;C;113;3;10;3;5.0;2.1000000000000005
483;3;ESO;C;133;1;13;0;7.0;2.3000000000000007
483;3;ESO;C;133;2;13;2;7.0;2.6000000000000005
483;3;ESO;C;133;3;13;0;7.0;2.0
447;4;ESO;B;142;1;12;4;5.0;2.1000000000000005
447;4;ESO;B;142;2;12;5;5.0;2.55
447;4;ESO;B;142;3;12;5;5.0;1.5500000000000007
321;3;ESO;D;134;1;9;1;6.0;2.3
321;3;ESO;D;134;2;9;2;6.0;2.5999999999999996
321;3;ESO;D;134;3;9;1;7.0;1.2999999999999998
406;3;ESO;C;133;1;13;2;6.0;2.0
406;3;ESO;C;133;2;13;1;6.0;2.0
406;3;ESO;C;133;3;13;0;6.0;1.3000000000000007
414;4;ESO;A;141;1;12;7;3.0;2.55
414;4;ESO;A;141;2;12;5;5.0;3.1000000000000005
414;4;ESO;A;141;3;13;4;5.0;1.6000000000000005
7;1;BAC;A;211;1;11;6;4.0;4.6000000000000005
7;1;BAC;A;211;2;11;6;4.0;2.8
7;1;BAC;A;211;3;11;5;5.0;4.600000000000001
245;1;ESO;C;113;1;11;0;7.0;2.0
245;1;ESO;C;113;2;11;0;8.0;1.8000000000000007
245;1;ESO;C;113;3;11;0;8.0;1.0
8;1;BAC;A;211;1;11;2;5.0;1.8000000000000007
8;1;BAC;A;211;2;11;6;4.0;1.8000000000000007
8;1;BAC;A;211;3;11;2;5.0;2.0
434;4;ESO;B;142;1;12;0;7.5;2.1000000000000005
434;4;ESO;B;142;2;12;0;7.5;1.5500000000000007
434;4;ESO;B;142;3;12;0;8.0;2.5500000000000007
348;3;ESO;B;132;1;13;2;6.0;1.3000000000000007
348;3;ESO;B;132;2;13;3;5.0;2.3
348;3;ESO;B;132;3;14;2;5.5;2.0500000000000007
334;3;ESO;D;134;1;9;1;6.0;0.5999999999999996
334;3;ESO;D;134;2;10;3;5.5;3.0500000000000007
334;3;ESO;D;134;3;11;1;5.0;2.0
63;1;BAC;C;213;1;10;10;0.0;0.0
63;1;BAC;C;213;2;10;10;0.0;0.0
63;1;BAC;C;213;3;10;7;0.0;5.150000000000002
452;4;ESO;B;142;1;12;0;7.5;2.55
452;4;ESO;B;142;2;12;0;8.0;1.0
452;4;ESO;B;142;3;12;0;8.0;1.0
64;1;BAC;C;213;1;11;0;6.0;1.0
64;1;BAC;C;213;2;10;0;6.5;2.0500000000000007
64;1;BAC;C;213;3;11;0;7.0;1.0
461;4;ESO;C;143;1;12;3;5.5;3.0999999999999996
461;4;ESO;C;143;2;12;3;5.0;2.6500000000000012
461;4;ESO;C;143;3;12;1;6.0;2.0
191;1;ESO;A;111;1;11;0;7.0;1.0
191;1;ESO;A;111;2;11;0;7.0;2.0
191;1;ESO;A;111;3;11;0;8.0;1.0
35;1;BAC;B;212;1;11;3;6.0;2.6000000000000005
35;1;BAC;B;212;2;11;1;5.0;1.0
35;1;BAC;B;212;3;11;1;5.0;1.0
370;3;ESO;B;132;1;13;0;9.0;0.3000000000000007
370;3;ESO;B;132;2;13;0;9.0;0.3000000000000007
370;3;ESO;B;132;3;13;0;10.0;1.0
4;1;BAC;A;211;1;11;3;5.0;2.8
4;1;BAC;A;211;2;11;5;5.0;2.0
4;1;BAC;A;211;3;11;3;5.0;1.7999999999999998
224;1;ESO;B;112;1;11;1;7.0;1.8000000000000007
224;1;ESO;B;112;2;11;0;6.0;1.0
224;1;ESO;B;112;3;11;0;7.0;0.0
377;3;ESO;B;132;1;13;5;6.0;3.0
377;3;ESO;B;132;2;13;4;5.0;2.3000000000000007
377;3;ESO;B;132;3;14;2;6.0;2.0
448;4;ESO;B;142;1;12;0;7.0;0.5499999999999998
448;4;ESO;B;142;2;12;1;7.0;3.0
448;4;ESO;B;142;3;12;0;7.0;2.5500000000000007
404;3;ESO;C;133;1;13;4;5.0;3.0
404;3;ESO;C;133;2;13;4;5.0;2.6000000000000005
404;3;ESO;C;133;3;14;3;5.0;1.1499999999999995
249;1;ESO;C;113;1;11;0;7.0;1.7999999999999998
249;1;ESO;C;113;2;11;0;8.0;1.7999999999999998
249;1;ESO;C;113;3;11;0;8.0;1.0
203;1;ESO;B;112;1;11;1;7.0;2.6000000000000005
203;1;ESO;B;112;2;11;3;7.0;4.8
203;1;ESO;B;112;3;11;0;7.0;2.0
257;2;ESO;A;121;1;12;3;6.0;2.1000000000000005
257;2;ESO;A;121;2;12;3;5.0;2.1000000000000005
257;2;ESO;A;121;3;12;0;6.0;1.5500000000000007
246;1;ESO;C;113;1;10;2;5.5;2.05
246;1;ESO;C;113;2;10;0;6.0;2.0
246;1;ESO;C;113;3;10;0;6.0;1.0
371;3;ESO;B;132;1;13;6;5.0;3.3000000000000007
371;3;ESO;B;132;2;13;5;5.0;1.3000000000000007
371;3;ESO;B;132;3;13;2;5.0;1.3000000000000007
423;4;ESO;A;141;1;12;1;6.0;2.5500000000000007
423;4;ESO;A;141;2;12;1;6.0;1.5500000000000007
423;4;ESO;A;141;3;12;0;6.5;1.0
1;1;BAC;A;211;1;11;2;7.0;1.0
1;1;BAC;A;211;2;11;1;7.0;3.6000000000000005
1;1;BAC;A;211;3;11;0;6.0;2.6000000000000005
356;3;ESO;B;132;1;13;0;9.0;1.3000000000000007
356;3;ESO;B;132;2;13;0;9.0;1.0
356;3;ESO;B;132;3;13;0;9.0;1.0
416;4;ESO;A;141;1;12;1;6.0;2.0
416;4;ESO;A;141;2;12;2;6.0;3.0
416;4;ESO;A;141;3;12;0;6.0;4.0
244;1;ESO;C;113;1;10;7;3.0;2.1500000000000012
244;1;ESO;C;113;2;10;5;4.5;2.0500000000000007
244;1;ESO;C;113;3;10;6;3.5;2.0
451;4;ESO;B;142;1;12;0;8.0;1.5499999999999998
451;4;ESO;B;142;2;12;2;7.0;3.0
451;4;ESO;B;142;3;12;0;7.0;2.5500000000000007
455;4;ESO;B;142;1;12;8;4.0;2.0
455;4;ESO;B;142;2;12;6;4.0;3.1000000000000005
455;4;ESO;B;142;3;14;9;4.0;2.0500000000000007
375;3;ESO;B;132;1;13;2;6.0;1.2999999999999998
375;3;ESO;B;132;2;13;1;7.0;1.6000000000000005
375;3;ESO;B;132;3;13;0;6.0;2.3
45;1;BAC;B;212;1;11;6;3.0;2.0
45;1;BAC;B;212;2;11;8;3.0;3.6000000000000005
45;1;BAC;B;212;3;11;6;4.0;3.8
476;4;ESO;C;143;1;12;3;5.0;2.0999999999999996
476;4;ESO;C;143;2;12;3;6.0;3.1000000000000005
476;4;ESO;C;143;3;13;1;6.0;1.2999999999999998
276;2;ESO;B;122;1;12;6;4.0;3.0
276;2;ESO;B;122;2;12;8;3.5;2.55
276;2;ESO;B;122;3;12;5;5.0;2.0
26;1;BAC;A;211;1;11;0;9.0;1.7999999999999998
26;1;BAC;A;211;2;11;0;8.0;1.0
26;1;BAC;A;211;3;11;0;9.0;0.0
344;3;ESO;A;131;1;13;6;5.0;3.3000000000000007
344;3;ESO;A;131;2;13;6;5.0;2.0
344;3;ESO;A;131;3;14;5;5.0;2.05
211;1;ESO;B;112;1;11;6;4.0;4.0
211;1;ESO;B;112;2;11;5;5.0;4.8
211;1;ESO;B;112;3;11;6;4.0;4.0
486;1;BAC;B;212;1;11;10;1.0;2.8000000000000007
486;1;BAC;B;212;2;11;10;0.0;0.8000000000000007
486;1;BAC;B;212;3;11;11;0.0;0.0
170;1;ESO;A;111;1;11;9;3.0;1.8000000000000007
170;1;ESO;A;111;2;11;8;2.0;2.8000000000000007
170;1;ESO;A;111;3;11;7;3.0;3.0
319;3;ESO;A;131;1;13;7;4.0;2.3
319;3;ESO;A;131;2;13;4;5.0;2.3000000000000007
319;3;ESO;A;131;3;13;4;5.0;2.3000000000000007
186;1;ESO;A;111;1;11;0;7.0;0.7999999999999998
186;1;ESO;A;111;2;11;0;7.0;1.0
186;1;ESO;A;111;3;11;0;8.0;1.0
243;1;ESO;C;113;1;11;0;7.0;1.0
243;1;ESO;C;113;2;11;0;8.0;1.6000000000000005
243;1;ESO;C;113;3;11;0;8.0;0.7999999999999998
293;2;ESO;C;123;1;12;6;4.5;3.55
293;2;ESO;C;123;2;12;7;3.5;3.0
293;2;ESO;C;123;3;12;7;4.0;3.0
278;2;ESO;B;122;1;12;0;7.5;1.5499999999999998
278;2;ESO;B;122;2;12;0;8.0;1.5500000000000007
278;2;ESO;B;122;3;12;0;8.0;1.0
33;1;BAC;B;212;1;11;3;6.0;2.8
33;1;BAC;B;212;2;11;3;6.0;2.8
33;1;BAC;B;212;3;11;1;6.0;2.0
484;1;ESO;B;112;1;10;7;2.5;3.05
484;1;ESO;B;112;2;10;6;3.0;3.05
484;1;ESO;B;112;3;10;7;2.5;3.05
213;1;ESO;B;112;1;10;7;4.0;2.0
213;1;ESO;B;112;2;10;6;4.0;2.1500000000000012
213;1;ESO;B;112;3;10;5;4.5;2.0
177;1;ESO;A;111;1;11;0;6.0;1.8000000000000007
177;1;ESO;A;111;2;11;2;6.0;1.8000000000000007
177;1;ESO;A;111;3;11;1;6.0;1.0
262;2;ESO;A;121;1;12;4;5.5;3.0
262;2;ESO;A;121;2;12;0;7.0;1.0
262;2;ESO;A;121;3;12;0;6.0;1.0
208;1;ESO;B;112;1;11;0;9.0;1.6000000000000014
208;1;ESO;B;112;2;11;0;9.0;0.0
208;1;ESO;B;112;3;11;0;10.0;1.0
381;3;ESO;C;133;1;13;6;5.0;3.6000000000000005
381;3;ESO;C;133;2;13;6;5.0;3.6000000000000005
381;3;ESO;C;133;3;14;9;4.0;4.0
251;1;ESO;C;113;1;11;0;7.0;1.0
251;1;ESO;C;113;2;11;0;7.0;1.7999999999999998
251;1;ESO;C;113;3;11;0;7.0;0.7999999999999998
31;1;BAC;B;212;1;11;8;3.0;3.6000000000000005
31;1;BAC;B;212;2;11;9;1.0;2.6000000000000014
31;1;BAC;B;212;3;11;9;1.0;2.6000000000000014
424;4;ESO;A;141;1;12;7;4.0;4.55
424;4;ESO;A;141;2;12;8;4.0;3.1000000000000005
424;4;ESO;A;141;3;12;6;4.5;2.5500000000000007
15;1;BAC;A;211;1;11;0;8.0;2.6000000000000005
15;1;BAC;A;211;2;11;1;7.0;0.7999999999999998
15;1;BAC;A;211;3;11;0;7.0;1.0
46;1;BAC;B;212;1;11;1;6.0;3.0
46;1;BAC;B;212;2;11;1;7.0;2.0
46;1;BAC;B;212;3;11;0;7.0;2.6000000000000005
171;1;ESO;A;111;1;11;0;7.0;1.8000000000000007
171;1;ESO;A;111;2;11;0;7.0;3.0
171;1;ESO;A;111;3;11;0;7.0;2.8000000000000007
242;1;ESO;C;113;1;11;3;5.0;2.6000000000000005
242;1;ESO;C;113;2;11;1;6.0;1.8000000000000007
242;1;ESO;C;113;3;11;1;6.0;1.8000000000000007
301;2;ESO;C;123;1;12;0;8.0;2.0
301;2;ESO;C;123;2;12;0;8.0;1.5500000000000007
301;2;ESO;C;123;3;12;0;8.0;1.0
308;2;ESO;C;123;1;12;5;5.0;2.6500000000000004
308;2;ESO;C;123;2;12;7;4.0;3.0
308;2;ESO;C;123;3;12;6;4.5;2.55
255;2;ESO;A;121;1;12;0;6.0;1.0
255;2;ESO;A;121;2;12;0;6.0;2.0
255;2;ESO;A;121;3;12;0;6.0;2.0
460;4;ESO;B;142;1;12;3;5.5;1.5499999999999998
460;4;ESO;B;142;2;12;1;6.0;2.0
460;4;ESO;B;142;3;12;0;6.0;2.0
210;1;ESO;B;112;1;11;0;8.0;1.0
210;1;ESO;B;112;2;11;0;8.0;1.7999999999999998
210;1;ESO;B;112;3;11;0;8.0;2.0
44;1;BAC;B;212;1;11;0;7.0;1.0
44;1;BAC;B;212;2;11;0;8.0;1.7999999999999998
44;1;BAC;B;212;3;11;0;8.0;1.0
273;2;ESO;B;122;1;12;4;5.0;3.5500000000000007
273;2;ESO;B;122;2;12;2;6.0;1.5500000000000007
273;2;ESO;B;122;3;12;2;5.5;1.5500000000000007
200;1;ESO;B;112;1;10;7;4.0;2.0
200;1;ESO;B;112;2;10;7;3.5;2.0
200;1;ESO;B;112;3;10;5;4.5;2.0
182;1;ESO;A;111;1;11;7;4.0;1.0
182;1;ESO;A;111;2;11;4;5.0;1.0
182;1;ESO;A;111;3;11;2;5.0;1.0
458;4;ESO;B;142;1;12;7;4.0;3.0
458;4;ESO;B;142;2;12;7;4.0;1.0
458;4;ESO;B;142;3;12;5;5.0;2.5500000000000007
326;3;ESO;D;134;1;9;3;5.0;2.0
326;3;ESO;D;134;2;9;2;5.0;1.2999999999999998
326;3;ESO;D;134;3;9;0;6.0;2.0
333;3;ESO;A;131;1;13;0;8.0;2.6000000000000005
333;3;ESO;A;131;2;13;1;8.0;1.6000000000000005
333;3;ESO;A;131;3;13;0;8.0;2.0
431;4;ESO;A;141;1;12;1;7.0;1.5499999999999998
431;4;ESO;A;141;2;12;0;7.0;2.55
431;4;ESO;A;141;3;12;0;7.5;1.5499999999999998
470;4;ESO;B;142;1;12;7;3.5;3.5500000000000007
470;4;ESO;B;142;2;13;11;3.0;2.0
470;4;ESO;B;142;3;16;16;1.0;0.0
38;1;BAC;B;212;1;11;2;7.0;1.0
38;1;BAC;B;212;2;11;1;6.0;3.8000000000000007
38;1;BAC;B;212;3;11;0;6.0;3.0
59;1;BAC;C;213;1;10;6;4.0;2.0
59;1;BAC;C;213;2;10;4;5.0;2.05
59;1;BAC;C;213;3;10;5;4.5;3.0999999999999996
19;1;BAC;A;211;1;11;3;7.0;2.8
19;1;BAC;A;211;2;11;5;5.0;1.8000000000000007
19;1;BAC;A;211;3;11;1;5.0;1.0
304;2;ESO;C;123;1;12;1;6.0;2.0
304;2;ESO;C;123;2;12;1;6.0;1.5500000000000007
304;2;ESO;C;123;3;12;0;6.5;2.0
433;4;ESO;A;141;1;12;0;9.0;1.5499999999999998
433;4;ESO;A;141;2;12;0;9.0;1.0
433;4;ESO;A;141;3;12;0;9.0;2.0
349;3;ESO;B;132;1;13;2;6.0;2.0
349;3;ESO;B;132;2;13;3;5.0;2.3
349;3;ESO;B;132;3;13;0;6.0;2.3000000000000007
238;1;ESO;C;113;1;11;0;8.0;2.0
238;1;ESO;C;113;2;11;0;7.0;2.0
238;1;ESO;C;113;3;11;0;8.0;2.8
219;1;ESO;B;112;1;11;9;4.0;1.0
219;1;ESO;B;112;2;11;7;4.0;1.7999999999999998
219;1;ESO;B;112;3;11;4;5.0;1.0
231;1;ESO;C;113;1;10;6;4.0;2.0
231;1;ESO;C;113;2;10;5;4.5;2.1000000000000014
231;1;ESO;C;113;3;10;5;4.5;1.1500000000000004
426;4;ESO;A;141;1;12;3;6.0;2.1000000000000005
426;4;ESO;A;141;2;12;1;6.0;2.0
426;4;ESO;A;141;3;12;0;7.0;1.0
36;1;BAC;B;212;1;11;7;4.0;3.5999999999999996
36;1;BAC;B;212;2;11;4;5.0;3.8000000000000007
36;1;BAC;B;212;3;11;4;5.0;3.8
378;3;ESO;B;132;1;13;4;5.0;2.3000000000000007
378;3;ESO;B;132;2;13;4;5.0;1.3000000000000007
378;3;ESO;B;132;3;13;2;5.0;0.3000000000000007
347;3;ESO;B;132;1;13;4;6.0;3.3
347;3;ESO;B;132;2;13;3;6.0;1.6000000000000005
347;3;ESO;B;132;3;14;4;6.0;4.050000000000001
415;4;ESO;A;141;1;12;0;6.0;1.5500000000000007
415;4;ESO;A;141;2;12;0;7.0;1.0
415;4;ESO;A;141;3;12;0;7.0;1.5500000000000007
168;1;ESO;A;111;1;11;2;5.0;1.0
168;1;ESO;A;111;2;11;6;4.0;1.0
168;1;ESO;A;111;3;11;0;5.0;0.8000000000000007
54;1;BAC;C;213;1;11;5;5.0;2.0
54;1;BAC;C;213;2;10;4;5.0;2.0500000000000007
54;1;BAC;C;213;3;11;1;5.0;1.8000000000000007
172;1;ESO;A;111;1;11;0;7.0;1.6000000000000005
172;1;ESO;A;111;2;11;0;6.0;1.0
172;1;ESO;A;111;3;11;0;6.0;2.8000000000000007
22;1;BAC;A;211;1;10;0;7.0;3.05
22;1;BAC;A;211;2;10;0;6.5;2.0500000000000007
22;1;BAC;A;211;3;10;0;7.0;2.0500000000000007
480;4;ESO;D;144;1;8;0;6.0;2.0
480;4;ESO;D;144;2;8;0;6.0;2.0
480;4;ESO;D;144;3;8;0;6.5;1.0
184;1;ESO;A;111;1;11;0;7.0;1.7999999999999998
184;1;ESO;A;111;2;11;0;7.0;2.8
184;1;ESO;A;111;3;11;0;7.0;2.4000000000000004
485;3;ESO;C;133;1;13;1;6.0;1.3000000000000007
485;3;ESO;C;133;2;13;1;6.0;1.6000000000000014
485;3;ESO;C;133;3;13;0;6.0;2.0
337;3;ESO;A;131;1;13;5;6.0;4.300000000000001
337;3;ESO;A;131;2;13;3;6.0;1.6000000000000005
337;3;ESO;A;131;3;13;3;6.0;3.3
489;1;BAC;B;212;1;10;5;4.5;3.0999999999999996
489;1;BAC;B;212;2;10;4;5.0;3.05
489;1;BAC;B;212;3;10;3;5.0;4.05
382;3;ESO;C;133;1;13;0;7.0;2.3
382;3;ESO;C;133;2;13;0;6.0;3.3000000000000007
382;3;ESO;C;133;3;13;0;6.0;2.0
283;2;ESO;B;122;1;12;0;8.0;1.5499999999999998
283;2;ESO;B;122;2;12;0;8.5;1.5499999999999998
283;2;ESO;B;122;3;12;0;9.0;1.0
400;3;ESO;C;133;1;13;1;7.0;2.3
400;3;ESO;C;133;2;13;3;6.0;2.3
400;3;ESO;C;133;3;13;2;6.0;2.3000000000000007
329;3;ESO;D;134;1;9;3;7.0;3.3
329;3;ESO;D;134;2;9;3;6.0;4.0
329;3;ESO;D;134;3;9;2;6.0;1.8999999999999995
330;3;ESO;A;131;1;13;7;4.0;3.6000000000000005
330;3;ESO;A;131;2;13;5;5.0;2.0
330;3;ESO;A;131;3;15;7;5.0;1.7999999999999998
66;1;BAC;C;213;1;10;1;7.0;2.0
66;1;BAC;C;213;2;10;0;6.0;2.0
66;1;BAC;C;213;3;10;0;7.5;2.0
335;3;ESO;A;131;1;13;9;3.0;2.3000000000000007
335;3;ESO;A;131;2;13;4;5.0;2.5999999999999996
335;3;ESO;A;131;3;15;6;5.0;1.0
194;1;ESO;A;111;1;11;8;3.0;1.8000000000000007
194;1;ESO;A;111;2;11;9;3.0;2.0
194;1;ESO;A;111;3;11;6;4.0;1.7999999999999998
21;1;BAC;A;211;1;10;1;7.0;1.0499999999999998
21;1;BAC;A;211;2;10;1;6.0;2.1000000000000005
21;1;BAC;A;211;3;10;0;7.0;2.0
9;1;BAC;A;211;1;10;4;5.0;2.0500000000000007
9;1;BAC;A;211;2;10;5;4.5;3.1500000000000012
9;1;BAC;A;211;3;10;4;5.0;1.1500000000000012
18;1;BAC;A;211;1;11;0;8.0;2.0
18;1;BAC;A;211;2;11;0;8.0;0.8000000000000007
18;1;BAC;A;211;3;11;0;9.0;0.8000000000000007
389;3;ESO;C;133;1;13;1;7.0;2.0
389;3;ESO;C;133;2;13;0;8.0;1.2999999999999998
389;3;ESO;C;133;3;13;0;7.0;2.3000000000000007
359;3;ESO;B;132;1;13;0;7.0;1.0
359;3;ESO;B;132;2;13;0;7.0;2.0
359;3;ESO;B;132;3;13;0;7.0;1.0
62;1;BAC;C;213;1;11;3;6.0;1.7999999999999998
62;1;BAC;C;213;2;10;3;5.0;2.05
62;1;BAC;C;213;3;11;1;5.0;1.0
